,log_score_0,distance_0,comp_0,log_score_1,distance_1,comp_1,log_score_2,distance_2,comp_2,log_score_3,distance_3,comp_3,log_score_4,distance_4,comp_4
1086,-2.651279296923982,0.65,2.0,-1.1727385874201144,7.21,0.0,-1.5096970734342758,2.28,1.0,-5.6424757266147605,1.6,2.0,-1.1783774739347386,7.22,0
1087,-3.6988519663948747,1.44,0.0,-1.5038108683592808,2.28,1.0,-1.2053490182777944,7.12,2.0,-1.1277660280200064,3.08,0.0,-1.1663229608185404,7.21,0
1088,-2.413835912029318,0.57,1.0,-1.177492826209369,7.12,2.0,-1.8018175701262735,7.31,0.0,-1.209738213279852,7.49,0.0,-1.512099679972353,2.28,1
1089,-3.003001562951917,0.79,2.0,-2.072053153477723,7.31,0.0,-1.1881477378445362,7.74,2.0,-9.71930311149478,7.83,1.0,-1.1765879064361526,7.12,2
1090,-0.21826677434035122,6.22,1.0,-1.172850031912505,7.74,2.0,-1.1877880015365896,5.4,3.0,-1.1262872365304362,5.32,2.0,-1.8726789034794427,7.31,0
1091,-0.2235908522950069,0.91,0.0,-1.1727371516267568,5.4,3.0,0.16209256287137164,1.46,0.0,0.4892387720392628,0.6,4.0,-1.1665493785604044,7.74,2
1092,-2.6726810810676684,2.03,2.0,0.13122219979575878,1.46,0.0,-1.1878432269265065,7.15,1.0,-1.126305823817839,7.22,2.0,-1.166322717096038,5.4,3
1093,-0.2178951180341998,7.07,0.0,-1.1727910160786321,7.15,1.0,-5.164071175052049,0.65,2.0,-1.1262883729583513,6.59,1.0,-0.028267594874074042,1.46,0
1094,-2.6726810778105454,1.41,2.0,-4.789171991092179,0.65,2.0,-5.884720636115788,1.44,0.0,-10.824498230759687,1.68,1.0,-1.1663762986275834,7.15,1
1095,-3.425070596259757,1.6,2.0,-6.180553348595334,1.44,0.0,-5.060129806904051,0.57,1.0,-1.1262872140067626,7.21,0.0,-5.046889851452858,0.65,2
1096,-0.21787911794537457,3.08,0.0,-4.651946242719725,0.57,1.0,-3.09011685220852,0.79,2.0,-1.2454544165391324,7.25,0.0,-5.834100173830629,1.44,0
1097,-0.21660616290822876,7.49,0.0,-2.864477428917515,0.79,2.0,-1.1887091251097723,6.22,1.0,-1.2096072965984361,7.53,1.0,-4.948025935152777,0.57,1
1098,-4.862850683731185,7.83,1.0,-1.1731861950856994,6.22,1.0,-1.3764042134823475,0.91,0.0,-1.1022958891600627,1.6,2.0,-3.3962481259721233,0.79,2
1099,-0.21789511564401245,5.32,2.0,-1.346863294268434,0.91,0.0,-5.183873675799678,2.03,2.0,-5.781296399155823,2.44,0.0,-1.1670198798508207,6.22,1
1100,0.6200146302825109,0.6,4.0,-4.812488935063248,2.03,2.0,-1.1877890165343763,7.07,0.0,-1.1275645512136243,3.17,0.0,-1.3351233140225096,0.91,0
1101,-0.21789491929787794,7.22,2.0,-1.172738546123431,7.07,0.0,-5.183873666505285,1.41,2.0,-4.876062917329985,0.95,0.0,-5.0670476937200295,2.03,2
1102,-0.21789528124309906,6.59,1.0,-4.812488933404344,1.41,2.0,-5.776792996205657,1.6,2.0,-1.1262603691616593,5.47,4.0,-1.1663229125619854,7.07,0
1103,-6.498933068824362,1.68,1.0,-6.102758892231476,1.6,2.0,-1.1893593901571926,3.08,0.0,-1.1262872139887987,6.76,2.0,-5.067047691939568,1.41,2
1104,-0.21789511564401245,7.21,0.0,-1.172940936410165,3.08,0.0,-1.2859562509510971,7.49,0.0,-4.86182794036111,0.72,3.0,-5.74275460134724,1.6,2
1105,-0.21490794373280164,7.25,0.0,-1.2341525157121924,7.49,0.0,-9.827315545849226,7.83,1.0,-5.782741529110553,0.56,2.0,-1.1673861867167905,3.08,0
1106,-0.216317564470101,7.53,1.0,-9.621602723040251,7.83,1.0,-1.187789048252659,5.32,2.0,-4.895713249175241,1.03,3.0,-1.262527235109416,7.49,0
1107,-0.9493071138160025,1.6,2.0,-1.17273856217736,5.32,2.0,0.07297017220779622,0.6,4.0,-1.1262872139970879,5.16,2.0,-9.700955757875755,7.83,1
1108,-3.6988509019397022,2.44,0.0,0.8604472693368463,0.6,4.0,-1.1878087731313678,7.22,2.0,-1.1262872142205669,7.17,2.0,-1.1663229440374467,5.32,2
1109,-0.21789313181217132,3.17,0.0,-1.1727410762864268,7.22,2.0,-1.187789454261003,6.59,1.0,-1.1262872139887987,6.99,1.0,0.6428906230978362,0.6,4
1110,-2.6481871521085023,0.95,0.0,-1.1727388024261254,6.59,1.0,-10.873236361988367,1.68,1.0,-7.941996929908349,3.0,1.0,-1.1663362570189955,7.22,2
1111,-0.21788839955216144,5.47,4.0,-10.98852198592992,1.68,1.0,-1.1877890141787215,7.21,0.0,-1.1262872139887987,7.25,0.0,-1.166323008535554,6.59,1
1112,-0.21789511564401245,6.76,2.0,-1.1727385441265552,7.21,0.0,-1.316854829148724,7.25,0.0,-1.1296400024011126,7.3,2.0,-10.806391599236086,1.68,1
1113,-2.595534391915796,0.72,3.0,-1.2976250802222664,7.25,0.0,-1.2854714217575034,7.53,1.0,-1.4846370876567256,2.08,1.0,-1.1663229102398964,7.21,0
1114,-3.6985585317457197,0.56,2.0,-1.2339850281974916,7.53,1.0,-0.9521755070868577,1.6,2.0,-4.416599863639608,1.89,0.0,-1.2933494056934671,7.25,0
1115,-2.672681069583682,1.03,3.0,-1.211264007950907,1.6,2.0,-5.8847221160793595,2.44,0.0,-1.1262872139887987,7.17,0.0,-1.2622234404501773,7.53,1
1116,-0.21789511565052325,5.16,2.0,-6.180555393098031,2.44,0.0,-1.189663175452049,3.17,0.0,-1.1265917349711425,7.19,4.0,-0.889084236696259,1.6,2
1117,-0.21789511564368721,7.17,2.0,-1.1745395955513596,3.17,0.0,-5.148973697414105,0.95,0.0,-1.1262872139887994,5.27,2.0,-5.834101046243176,2.44,0
1118,-0.21789511564401245,6.99,1.0,-4.790033964224877,0.95,0.0,-1.1877743202785338,5.47,4.0,-1.1262872139887996,7.13,0.0,-1.1671284423215558,3.17,0
1119,-7.536457036330403,3.0,1.0,-1.1727326194222156,5.47,4.0,-1.1877890141515468,6.76,2.0,-1.1262872152987755,2.3,0.0,-5.046848936079515,0.95,0
1120,-0.21789511564401245,7.25,0.0,-1.1727385441121598,6.76,2.0,-5.130851804959122,0.72,3.0,-1.1262872141573683,1.17,3.0,-1.1663122288405567,5.47,4
1121,-0.21786571813997155,7.3,2.0,-4.787216209538835,0.72,3.0,-5.884737310010345,0.56,2.0,-1.1262872139887987,5.71,1.0,-1.1663229102129433,6.76,2
1122,-0.29554512121737636,2.08,1.0,-6.180889373723339,0.56,2.0,-5.1838736869695685,1.03,3.0,-4.895754192429685,0.95,1.0,-5.030747148395509,0.72,3
1123,-4.00580991873516,1.89,0.0,-4.812488940270646,1.03,3.0,-1.1877890141762855,5.16,2.0,-1.2120684566468567,2.16,1.0,-5.834126743806862,0.56,2
1124,-0.21789511564401245,7.17,0.0,-1.1727385441189935,5.16,2.0,-1.1877890144922052,7.17,2.0,-1.126297529603527,3.11,1.0,-5.067047698162922,1.03,3
1125,-0.21814655086051635,7.19,4.0,-1.1727385444395921,7.17,2.0,-1.1877890141515468,6.99,1.0,-5.755455979048597,2.23,0.0,-1.1663229102277868,5.16,2
1126,-0.2178951156440126,5.27,2.0,-1.1727385441121598,6.99,1.0,-10.765988412892192,3.0,1.0,-1.8810006930912735,7.07,3.0,-1.1663229103586554,7.17,2
1127,-0.21789511564401232,7.13,0.0,-10.12901996851286,3.0,1.0,-1.1877890141515468,7.25,0.0,-1.2414859238822689,2.8,1.0,-1.1663229102129433,6.99,1
1128,-0.21789511639980338,2.3,0.0,-1.1727385441121598,7.25,0.0,-1.1918058918162693,7.3,2.0,-1.1270538684734621,5.6,0.0,-10.768714338468609,3.0,1
1129,-0.21789511568777187,1.17,3.0,-1.1744372127657117,7.3,2.0,-1.5575952464152492,2.08,1.0,-2.4010608164070995,0.72,4.0,-1.1663229102129433,7.25,0
1130,-0.21789511564401245,5.71,1.0,-1.5403908017273245,2.08,1.0,-4.119806331388786,1.89,0.0,-1.1262872139889877,7.25,0.0,-1.1696824077629862,7.3,2
1131,-2.67258699418749,0.95,1.0,-4.437661372657652,1.89,0.0,-1.1877890141515468,7.17,0.0,-4.89571324353598,0.69,0.0,-1.5263795481836389,2.08,1
1132,-0.21846044096065476,2.16,1.0,-1.1727385441121598,7.17,0.0,-1.1887262458177672,7.19,4.0,-1.2201368584405299,7.27,0.0,-4.291314229331022,1.89,0
1133,-0.2178931512899704,3.11,1.0,-1.1729906044118923,7.19,4.0,-1.187789014151547,5.27,2.0,-1.2472363650922418,0.83,4.0,-1.1663229102129433,7.17,0
1134,-3.6923144537816213,2.23,0.0,-1.1727385441121594,5.27,2.0,-1.1877890141515468,7.13,0.0,-10.928253688377284,7.2,1.0,-1.1668748726274083,7.19,4
1135,-0.2220799618553877,7.07,3.0,-1.17273854411216,7.13,0.0,-1.1877890160026567,2.3,0.0,-1.1263007431206407,7.21,2.0,-1.1663229102129433,5.27,2
1136,-0.21493468969048443,2.8,1.0,-1.1727385456051063,2.3,0.0,-1.1877890142468208,1.17,3.0,-1.1262993644820207,5.91,1.0,-1.1663229102129438,7.13,0
1137,-0.21785476797856376,5.6,0.0,-1.1727385441527187,1.17,3.0,-1.1877890141515468,5.71,1.0,-4.877003249287338,0.95,0.0,-1.1663229117519283,2.3,0
1138,-0.21384054792604434,0.72,4.0,-1.1727385441121598,5.71,1.0,-5.183964929795993,0.95,1.0,0.4430150212440258,1.33,3.0,-1.1663229098776229,1.17,3
1139,-0.21789511564400474,7.25,0.0,-4.812531365980826,0.95,1.0,-1.1889443926108223,2.16,1.0,-1.1343328683178422,8.2,0.0,-1.1663229102129438,5.71,1
1140,-2.6726810746338603,0.69,0.0,-1.1896323394022028,2.16,1.0,-1.1878039952223913,3.11,1.0,-5.762463482243948,1.74,2.0,-5.067084055481503,0.95,1
1141,-0.21270879494690315,7.27,0.0,-1.1727538192739881,3.11,1.0,-5.860296647250633,2.23,0.0,-1.1271275647188763,6.04,1.0,-1.1663229671143227,2.16,1
1142,-0.21791675752375753,0.83,4.0,-6.172907582784315,2.23,0.0,-1.8649049945956488,7.07,3.0,-4.895713244206977,0.47,2.0,-1.1663383132602507,3.11,1
1143,-6.713422471319607,7.2,1.0,-2.0536715444143043,7.07,3.0,-1.3143269061482719,2.8,1.0,-1.1279821813624413,5.97,1.0,-5.818244674770573,2.23,0
1144,-0.21789510821645172,7.21,2.0,-1.2955036670476285,2.8,1.0,-1.1890275391909642,5.6,0.0,-10.728297267675236,2.69,0.0,-1.1663229100660388,7.07,3
1145,-0.21789514793294423,5.91,1.0,-1.174000307311545,5.6,0.0,-1.9526295954875423,0.72,4.0,-1.2434345982884898,7.36,0.0,-1.2897120954274983,2.8,1
1146,-2.5739312399032324,0.95,0.0,-2.7403268400569916,0.72,4.0,-1.187789014151826,7.25,0.0,-4.8957134034720085,2.42,0.0,-1.1677817799099826,5.6,0
1147,0.5631415991329873,1.33,3.0,-1.1727385441124305,7.25,0.0,-5.18387367457953,0.69,0.0,-11.50088191035708,1.68,2.0,-2.1669566603507135,0.72,4
1148,-0.21793568630903892,8.2,0.0,-4.812488933898976,0.69,0.0,-1.2999177378277023,7.27,0.0,-1.1262872334062248,5.48,4.0,-1.166322910213217,7.25,0
1149,-3.6906647732693534,1.74,2.0,-1.2455401877324876,7.27,0.0,-1.3173992513565536,0.83,4.0,-1.1262872139887994,8.06,0.0,-5.067047692322107,0.69,0
1150,-0.2178321132571405,6.04,1.0,-1.2974223570595123,0.83,4.0,-11.005331546710902,7.2,1.0,-4.5959992958487526,1.13,2.0,-1.2666718104236252,7.27,0
1151,-2.6726810807664556,0.47,2.0,-11.148588119505181,7.2,1.0,-1.1878094756876885,7.21,2.0,-10.928567825548377,4.93,0.0,-1.2945985873950105,0.83,4
1152,-0.2178672080770698,5.97,1.0,-1.1727495029722506,7.21,2.0,-1.1878073894254966,5.91,1.0,-1.1262872139887987,5.88,2.0,-10.973843421060087,7.2,1
1153,-6.606273690282736,2.69,0.0,-1.1727483007075057,5.91,1.0,-5.180976432682651,0.95,0.0,-5.78129515586876,2.79,0.0,-1.1663432028342715,7.21,2
1154,-0.21642170830165414,7.36,0.0,-4.7875914651536045,0.95,0.0,0.019260450071538537,1.33,3.0,-1.20967155044694,3.57,2.0,-1.1663411237126293,5.91,1
1155,-2.672680014154006,2.42,0.0,0.8124352828643024,1.33,3.0,-1.1887195087107307,8.2,0.0,-1.215269538514505,1.62,0.0,-5.058381809347392,0.95,0
1156,-5.9802812539491,1.68,2.0,-1.1742478581205766,8.2,0.0,-5.870688614663937,1.74,2.0,-1.1262875347844918,3.77,1.0,0.5908286719981861,1.33,3
1157,-0.2178951315973394,5.48,4.0,-6.167050837183839,1.74,2.0,-1.1890871590356464,6.04,1.0,-1.135265293326229,3.55,1.0,-1.1670453588974283,8.2,0
1158,-0.21789511564401232,8.06,0.0,-1.173970003208536,6.04,1.0,-5.1838736758703,0.47,2.0,-10.927627932121027,1.16,1.0,-5.818316631834559,1.74,2
1159,-2.264365731837623,1.13,2.0,-4.812488935060216,0.47,2.0,-1.189493914988536,5.97,1.0,-1.1263336866697957,1.17,4.0,-1.1678132102020238,6.04,1
1160,-6.711383936259637,4.93,0.0,-1.1729608334737072,5.97,1.0,-10.793092273684056,2.69,0.0,-1.1262872139887987,6.92,3.0,-5.0670476937582505,0.47,2
1161,-0.21789511564401245,5.88,2.0,-10.93461582746795,2.69,0.0,-1.315479273737274,7.36,0.0,-9.729215496455522,1.22,3.0,-1.1674723184432594,5.97,1
1162,-3.6988519020539723,2.79,0.0,-1.2962710534532604,7.36,0.0,-5.18387392706232,2.42,0.0,-1.5384944173332697,0.54,0.0,-10.813145376946672,2.69,0
1163,-0.2165957801099886,3.57,2.0,-4.812488924337525,2.42,0.0,-10.857305606794322,1.68,2.0,-1.1262873542793645,7.58,1.0,-1.2932968356604253,7.36,0
1164,-0.21183828095271667,1.62,0.0,-11.296821907230452,1.68,2.0,-1.187789073418324,5.48,4.0,-1.12639770704167,1.68,3.0,-5.067047830073002,2.42,0
1165,-0.21789512368163755,3.77,1.0,-1.1727385601398541,5.48,4.0,-1.1877890141515468,8.06,0.0,-4.895713244162065,1.02,3.0,-10.824996644977531,1.68,2
1166,-0.21785447574025749,3.55,1.0,-1.1727385441121598,8.06,0.0,-4.936716724471351,1.13,2.0,-4.752920658899248,0.92,2.0,-1.1663229452440775,5.48,4
1167,-6.7103466606873985,1.16,1.0,-4.547053509632863,1.13,2.0,-11.004861756507207,4.93,0.0,1.6079936070620398,2.63,2.0,-1.1663229102129433,8.06,0
1168,-0.21793324617972398,1.17,4.0,-11.148510173796614,4.93,0.0,-1.1877890141515468,5.88,2.0,-1.1263303252400116,0.83,3.0,-4.839596739210101,1.13,2
1169,-0.21789511564401245,6.92,3.0,-1.1727385441121598,5.88,2.0,-5.884720635697007,2.79,0.0,-1.1262584440891517,7.53,1.0,-10.973762955762375,4.93,0
1170,-4.847002980702267,1.22,3.0,-6.180553351428108,2.79,0.0,-1.2859241073975418,3.57,2.0,-1.2343535075791428,2.56,2.0,-1.1663229102129433,5.88,2
1171,-1.4533030683058092,0.54,0.0,-1.2341380903434238,3.57,2.0,-1.2957772266907894,1.62,0.0,0.9121493952674175,2.59,2.0,-5.834100174228176,2.79,0
1172,-0.21789515126612505,7.58,1.0,-1.2357075025747515,1.62,0.0,-1.1877895018853668,3.77,1.0,-1.1262872139888596,4.24,3.0,-1.262502965751846,3.57,2
1173,-0.217928897909289,1.68,3.0,-1.1727389911509087,3.77,1.0,-1.2012243490700512,3.55,1.0,-1.1276335413286176,5.86,2.0,-1.262576027776341,1.62,0
1174,-2.672681081067588,1.02,3.0,-1.1806283132892765,3.55,1.0,-11.004056061693975,1.16,1.0,-10.928567944434954,7.27,2.0,-1.166323124003529,3.77,1
1175,-2.4394501585356645,0.92,2.0,-11.14788930745702,1.16,1.0,-1.1879308251314444,1.17,4.0,-1.9172410361449772,1.03,1.0,-1.1798711521151393,3.55,1
1176,1.7543518099034774,2.63,2.0,-1.1727769216404142,1.17,4.0,-1.1877890141515468,6.92,3.0,-13.640501810203038,0.65,0.0,-10.973093974786261,1.16,1
1177,-0.21789556335657384,0.83,3.0,-1.1727385441121598,6.92,3.0,-9.824440622510789,1.22,3.0,-1.2193025470004422,5.36,1.0,-1.1664066605651142,1.17,4
1178,-0.21788780915802303,7.53,1.0,-9.67598159978384,1.22,3.0,-1.5098151505967852,0.54,0.0,-5.294481742554557,0.78,0.0,-1.1663229102129433,6.92,3
1179,-0.21714556534773846,2.56,2.0,-1.50400249191318,0.54,0.0,-1.187789091265856,7.58,1.0,-1.1262872139887987,7.45,2.0,-9.700161147469196,1.22,3
1180,1.1063574343160556,2.59,2.0,-1.1727385755505175,7.58,1.0,-1.1878289436379563,1.68,3.0,-5.265751589707196,0.91,0.0,-1.5127384518797142,0.54,0
1181,-0.21789511564401232,4.24,3.0,-1.1727364597658154,1.68,3.0,-5.18387367579947,1.02,3.0,-4.895713244152355,1.33,2.0,-1.1663229664047807,7.58,1
1182,-0.21868347454710502,5.86,2.0,-4.8124889350632705,1.02,3.0,-5.045636646035789,0.92,2.0,-5.781295159421159,2.5,2.0,-1.1663619610084706,1.68,3
1183,-6.711383959195408,7.27,2.0,-4.698958246491667,0.92,2.0,0.8366070548722084,2.63,2.0,-4.887336567469617,0.5,0.0,-5.067047693719795,1.02,3
1184,-1.6996150216480577,1.03,1.0,1.896552881715512,2.63,2.0,-1.1878536363769368,0.83,3.0,-1.1262894350747517,4.83,1.0,-4.951434687881569,0.92,2
1185,-6.804733650192475,0.65,0.0,-1.1727774635041783,0.83,3.0,-1.187773197212814,7.53,1.0,0.45557485241154305,0.45,4.0,1.7267907132448959,2.63,2
1186,-0.2166001728089654,5.36,1.0,-1.1727320949465028,7.53,1.0,-1.3196936904897656,2.56,2.0,-4.895300903101797,0.54,0.0,-1.187928703764634,0.83,3
1187,-2.866709663588988,0.78,0.0,-1.273913862746499,2.56,2.0,1.0873438517012721,2.59,2.0,-1.1262939403673287,5.35,1.0,-1.1663113839030883,7.53,1
1188,-0.21789511564401245,7.45,2.0,0.30593364165301173,2.59,2.0,-1.1877890141516347,4.24,3.0,-1.1262872139887987,7.11,1.0,-1.2480618494254132,2.56,2
1189,-2.8444492052352737,0.91,0.0,-1.1727385441122433,4.24,3.0,-1.1902268632985868,5.86,2.0,-1.251499718669473,0.79,0.0,1.0764739206651854,2.59,2
1190,-2.6726810810676698,1.33,2.0,-1.17415121334717,5.86,2.0,-11.004861908466657,7.27,2.0,-4.884126857064236,1.18,0.0,-1.1663229102129808,4.24,3
1191,-3.698851966394873,2.5,2.0,-11.148510321767962,7.27,2.0,-1.471631034262173,1.03,1.0,-1.1262872139879525,3.65,0.0,-1.1677848044637666,5.86,2
1192,-2.6616869499530265,0.5,0.0,-2.2667869504450358,1.03,1.0,-14.056184335674681,0.65,0.0,-10.734221864524057,3.75,4.0,-10.973763024158796,7.27,2
1193,-0.21789709687815412,4.83,1.0,-15.05107677509203,0.65,0.0,-1.3002213089425125,5.36,1.0,-4.895713179633793,1.18,2.0,-1.9369034224048085,1.03,1
1194,0.5724794011217931,0.45,4.0,-1.2206143362356534,5.36,1.0,-5.336845544178249,0.78,0.0,-5.628805177613096,2.18,0.0,-13.942700140932823,0.65,0
1195,-2.6718663713137643,0.54,0.0,-5.656228372293425,0.78,0.0,-1.1877890141515468,7.45,2.0,-1.1262880494233005,7.01,3.0,-1.2746481095344635,5.36,1
1196,-0.2178943901162737,5.35,1.0,-1.1727385441121598,7.45,2.0,-5.31750619301579,0.91,0.0,-1.1262872139882765,7.18,2.0,-5.261112103533526,0.78,0
1197,-0.21789511564401245,7.11,1.0,-5.63890103364492,0.91,0.0,-5.183873675877278,1.33,2.0,-1.1262872219711708,6.86,0.0,-1.1663229102129433,7.45,2
1198,-0.2307592004864241,0.79,0.0,-4.81248893506674,1.33,2.0,-5.884720636115793,2.5,2.0,0.4430150214360786,0.69,4.0,-5.240588586265714,0.91,0
1199,-2.658544951255339,1.18,0.0,-6.1805533485953354,2.5,2.0,-5.16138471592184,0.5,0.0,-1.126287272902286,7.3,2.0,-5.067047693791426,1.33,2
1200,-0.2178951156440151,3.65,0.0,-4.803998340466628,0.5,0.0,-1.187791136781106,4.83,1.0,-4.895713251016643,0.52,3.0,-5.834100173830634,2.5,2
1201,-6.590027813851685,3.75,4.0,-1.1727403386622623,4.83,1.0,0.007611511046069941,0.45,4.0,-1.1267846096982268,4.49,1.0,-5.059046548083119,0.5,0
1202,-2.672681017446777,1.18,2.0,0.8147260715216853,0.45,4.0,-5.1815399045709825,0.54,0.0,-1.1268174404336948,0.84,2.0,-1.1663248270298874,4.83,1
1203,-3.4022849559111474,2.18,0.0,-4.812068697139278,0.54,0.0,-1.1877989089298457,5.35,1.0,-1.1262955969533024,5.4,1.0,0.5921673949294062,0.45,4
1204,-0.21789532777434584,7.01,3.0,-1.1727483432920291,5.35,1.0,-1.1877890141515468,7.11,1.0,-1.2097412359764625,7.47,0.0,-5.06659945747559,0.54,0
1205,-0.21789511564400887,7.18,2.0,-1.1727385441121598,7.11,1.0,-1.3268778645735793,0.79,0.0,-1.1275700512710702,7.18,2.0,-1.1663328266077753,5.35,1
1206,-0.21789512734332142,6.86,0.0,-1.2733913403505772,0.79,0.0,-5.157703189142074,1.18,0.0,-9.471141150109974,2.12,2.0,-1.1663229102129433,7.11,1
1207,0.5631415993619766,0.69,4.0,-4.800658020033634,1.18,0.0,-1.1877890141502894,3.65,0.0,-2.035527248474821,2.58,0.0,-1.3031496093823933,0.79,0
1208,-0.21789511515366294,7.3,2.0,-1.172738544110952,3.65,0.0,-10.780055284571487,3.75,4.0,-1.1262899678642126,5.64,2.0,-5.056119733935132,1.18,0
1209,-2.6726810655280744,0.52,3.0,-10.919614879738923,3.75,4.0,-5.183873614057101,1.18,2.0,-9.730052218533837,0.95,1.0,-1.1663229102124053,3.65,0
1210,-0.2182980828756201,4.49,1.0,-4.812488863369245,1.18,2.0,-5.744005017735437,2.18,0.0,-1.1265248435252846,5.92,1.0,-10.789189831523498,3.75,4
1211,-0.21831219494087065,0.84,2.0,-6.090252968682115,2.18,0.0,-1.1877894733687127,7.01,3.0,-10.928568636763234,7.36,2.0,-5.067047631102321,1.18,2
1212,-0.21789543635723227,5.4,1.0,-1.1727387313272006,7.01,3.0,-1.1877890141515397,7.18,2.0,1.7752889294747143,0.79,3.0,-5.723400735951362,2.18,0
1213,-0.2166165562856093,7.47,0.0,-1.1727385441120581,7.18,2.0,-1.1877890217764004,6.86,0.0,-4.756921253722318,0.74,0.0,-1.1663232448358194,7.01,3
1214,-0.2178989405036377,7.18,2.0,-1.1727385509361725,6.86,0.0,0.017523679859961394,0.69,4.0,-1.1502436031848033,3.43,0.0,-1.1663229102129316,7.18,2
1215,-4.383730153911296,2.12,2.0,0.8124352829435177,0.69,4.0,-1.1877891042144464,7.3,2.0,-1.565098238356989,0.61,0.0,-1.1663229175466105,6.86,0
1216,-1.8659100900772916,2.58,0.0,-1.172738631166116,7.3,2.0,-5.183873690985034,0.52,3.0,-1.1262872139892428,5.24,1.0,0.5905042626989256,0.69,4
1217,-0.21789511178076498,5.64,2.0,-4.81248894214007,0.52,3.0,-1.1893013466526308,4.49,1.0,-1.1263223447134896,5.53,2.0,-1.1663229489814106,7.3,2
1218,-4.862182649329882,0.95,1.0,-1.1731490030401617,4.49,1.0,-1.1893698915349749,0.84,2.0,-1.2196862278135303,0.76,0.0,-5.067047699766949,0.52,3
1219,-0.21802782610758434,5.92,1.0,-1.1731596644404167,0.84,2.0,-1.1878016404773615,5.4,1.0,-1.126325142541144,4.48,3.0,-1.1672137931601703,4.49,1
1220,-6.711324561439773,7.36,2.0,-1.1727454503881438,5.4,1.0,-1.2859670553614784,7.47,0.0,2.2972009690210697,7.31,3.0,-1.1672531637032024,0.84,2
1221,1.799738176334906,0.79,3.0,-1.2341521812766638,7.47,0.0,-1.1897203091044828,7.18,2.0,-1.7131910048607828,7.17,0.0,-1.1663353078571386,5.4,1
1222,-2.4798143398069943,0.74,0.0,-1.1737666387172292,7.18,2.0,-9.504705409050931,2.12,2.0,-1.5801099851458396,0.38,2.0,-1.2625346695167672,7.47,0
1223,-0.22766933603109804,3.43,0.0,-9.230278587318207,2.12,2.0,-2.043682072364765,2.58,0.0,1.5422581280653072,0.84,3.0,-1.168238175506485,7.18,2
1224,-1.5107420593651675,0.61,0.0,-2.2161905620671014,2.58,0.0,-1.1877930618747556,5.64,2.0,-4.890516950232562,0.87,1.0,-9.311180077650617,2.12,2
1225,-0.21789511564440686,5.24,1.0,-1.172742434669427,5.64,2.0,-9.827456748145242,0.95,1.0,-1.1484086691127475,2.42,2.0,-2.0552738913590525,2.58,0
1226,-0.2178951153673784,5.53,2.0,-9.623654330141937,0.95,1.0,-1.1879720714186026,5.92,1.0,-1.1262891421035939,3.33,1.0,-1.1663246416030943,5.64,2
1227,-0.21661601924635682,0.76,0.0,-1.1728875379326698,5.92,1.0,-11.00485463279908,7.36,2.0,-1.1262871952534743,4.29,3.0,-9.701176501148762,0.95,1
1228,-0.21789537105354137,4.48,3.0,-11.148503926318078,7.36,2.0,1.8037238825453232,0.79,3.0,-10.928563850634887,1.23,0.0,-1.1537742657619685,5.92,1
1229,0.8721995351988079,7.31,3.0,2.0133837478318024,0.79,3.0,-5.089854279940365,0.74,0.0,-1.1262867887877435,5.7,1.0,-10.973754998898032,7.36,2
1230,-0.21705652807528159,7.17,0.0,-4.682562515249321,0.74,0.0,-1.2180098700644832,3.43,0.0,-1.126612014438756,7.32,1.0,1.9037806643547501,0.79,3
1231,-1.526482679505655,0.38,2.0,-1.1820401941301042,3.43,0.0,-1.5290589556941487,0.61,0.0,-1.8841548823803693,7.28,0.0,-4.967697802314329,0.74,0
1232,1.7098660788845685,0.84,3.0,-1.5229905464687565,0.61,0.0,-1.1877890141519691,5.24,1.0,-1.1262882191630332,2.83,0.0,-1.1852415476474212,3.43,0
1233,-2.6650232651498262,0.87,1.0,-1.1727385441125178,5.24,1.0,-1.1878421476320182,5.53,2.0,-1.1274233404644378,1.21,4.0,-1.533145131274987,0.61,0
1234,-0.2177524106740279,2.42,2.0,-1.172766819637355,5.53,2.0,-1.3007412330403847,0.76,0.0,-1.253387934251987,7.21,0.0,-1.1663229102133243,5.24,1
1235,-0.2178951536790026,3.33,1.0,-1.2412154534761408,0.76,0.0,-1.1877895139014085,4.48,3.0,-1.2434251367841291,3.02,1.0,-1.1663754489102223,5.53,2
1236,-0.21789517683954884,4.29,3.0,-1.1727458678813245,4.48,3.0,1.6262392846552063,7.31,3.0,-1.126286157887315,1.13,3.0,-1.2771528376573966,0.76,0
1237,-6.711380878139166,1.23,0.0,-1.9703933761683023,7.31,3.0,-1.3681319484382182,7.17,0.0,-1.1262872355973552,4.97,2.0,-1.1663231048785885,4.48,3
1238,-0.2178952215397069,5.7,1.0,-1.3777475837366036,7.17,0.0,-1.5447318861666275,0.38,2.0,-5.781295159420608,1.5,2.0,-0.2765218293936478,7.31,3
1239,-0.21788968411720988,7.32,1.0,-1.5338340634146455,0.38,2.0,0.9320486886867769,0.84,3.0,-1.1262872139887987,7.08,1.0,-1.3150763891234867,7.17,0
1240,-0.22207996186707216,7.28,0.0,1.8314132263388698,0.84,3.0,-5.163783560827671,0.87,1.0,-1.243425201903654,5.75,1.0,-1.5480176823430438,0.38,2
1241,-0.2178952601945675,2.83,0.0,-4.807948726189984,0.87,1.0,-1.216140859947619,2.42,2.0,-1.126287213989136,7.47,0.0,1.700638796921004,0.84,3
