"X_ScoreRateH";"X_ScoreRateA";"X_ConcedeRateH";"X_ConcedeRateA";"X_CornerRatioH";"X_CornerRatioA";"X_FoulRatioH";"X_FoulRatioA";"GoalsScored"
1.666666667;2.833333333;1.666666667;0;0.462962963;0.784313725;0.472361809;0.471830986;2
0;1;1;1;0.444444444;0.692307692;0.416666667;0.472222222;3
1.617647059;1.382352941;1.294117647;1.882352941;0.592;0.455801105;0.485576923;0.463713478;3
1.212121212;1.424242424;1.151515152;1.393939394;0.505376344;0.449856734;0.467239527;0.484848485;2
1.423076923;1.192307692;1.653846154;1.461538462;0.5;0.51242236;0.518238994;0.5;3
2.772727273;1.909090909;1;1.045454545;0.575892857;0.534545455;0.460370995;0.465116279;6
2;1.5;3;0.5;0.571428571;0.587301587;0.451327434;0.401785714;0
0.933333333;1.2;1.166666667;1.2;0.505338078;0.485465116;0.528525296;0.55265902;1
1;0.9;1.3;1.4;0.473214286;0.444444444;0.534246575;0.448905109;4
1.59375;0.9375;1.1875;1.25;0.522666667;0.377245509;0.483905579;0.533268102;1
3;0.75;1.333333333;0.75;0.636363636;0.540540541;0.428571429;0.455555556;3
0;1.5;0.5;2;0.703703704;0.3;0.54;0.423728814;4
0.928571429;1.642857143;1.5;1;0.51552795;0.571428571;0.50990099;0.576112412;3
0.5;0.5;1.25;1.75;0.5;0.574074074;0.580882353;0.581632653;4
1.25;0.833333333;1.25;1.416666667;0.655172414;0.476190476;0.397660819;0.421364985;3
0.692307692;0.846153846;1.538461538;1.461538462;0.391304348;0.469026549;0.527093596;0.43956044;1
0.96875;1;1.40625;1.78125;0.488135593;0.42278481;0.543925234;0.504237288;1
1.117647059;1.529411765;1.647058824;1.176470588;0.489361702;0.524271845;0.489563567;0.543925234;1
1.230769231;2.346153846;1.423076923;0.807692308;0.46366782;0.648550725;0.528328612;0.491344874;2
1.2;1.1;1.5;1;0.414414414;0.410526316;0.583969466;0.49787234;4
1.5;0.9375;1.25;2.375;0.538011696;0.526011561;0.453724605;0.491666667;3
1.805555556;1.666666667;1.055555556;1.444444444;0.543367347;0.467312349;0.446078431;0.457356077;2
1.029411765;1.117647059;1.382352941;1.205882353;0.483076923;0.502645503;0.54353562;0.555451128;4
3.272727273;1.272727273;1.272727273;1.636363636;0.633928571;0.51754386;0.413284133;0.538251366;4
1;3.181818182;1.363636364;0.5;0.556603774;0.67219917;0.538239538;0.435571688;2
2.485714286;1.314285714;0.885714286;1.571428571;0.608142494;0.540942928;0.490059642;0.481818182;4
1.04;1;1.52;1.36;0.446808511;0.403846154;0.469414894;0.516823688;3
0.785714286;0.785714286;1.571428571;2.071428571;0.381578947;0.420289855;0.486215539;0.50990099;0
0.833333333;2;1;0.666666667;0.490909091;0.413793103;0.494382022;0.505434783;4
1.090909091;1.454545455;1.636363636;1.090909091;0.537313433;0.396396396;0.512903226;0.524429967;3
1.888888889;1.888888889;0.777777778;1.555555556;0.426666667;0.494623656;0.512727273;0.542435424;5
1.36;0.96;1.48;1.28;0.550877193;0.452145215;0.516528926;0.503039514;5
1;1;1.5;1.75;0.393617021;0.4625;0.580188679;0.524193548;1
1.448275862;1.275862069;1.413793103;1.413793103;0.512534819;0.42295082;0.523920653;0.529100529;3
1.4;1;1.76;1.44;0.460992908;0.476377953;0.519258203;0.521019108;2
1.333333333;0.916666667;1.333333333;1.25;0.525974026;0.549295775;0.420612813;0.522796353;0
1.142857143;1.285714286;1.857142857;2;0.333333333;0.533333333;0.462686567;0.561904762;5
0.888888889;1.555555556;1.444444444;1.037037037;0.509803922;0.529968454;0.538633819;0.547355474;4
0.375;1;1.75;1.25;0.486842105;0.565217391;0.502283105;0.546218487;3
1.357142857;1.285714286;1.357142857;1.857142857;0.639097744;0.412162162;0.396419437;0.512820513;2
1.625;1.875;1.625;0.875;0.529411765;0.619565217;0.408163265;0.434599156;2
1.085714286;0.828571429;1.971428571;2;0.427518428;0.506297229;0.538860104;0.520939734;5
0.789473684;3.444444444;1.473684211;0.833333333;0.363157895;0.545918367;0.47834275;0.426406926;3
0.875;1.375;1;1.5;0.597826087;0.486842105;0.513513514;0.494117647;4
1.2;1.4;2;0.6;0.407407407;0.352941176;0.543307087;0.5859375;1
1.461538462;1.615384615;1.461538462;1.769230769;0.489655172;0.507246377;0.459276018;0.55163728;2
1.444444444;1;1.527777778;1.527777778;0.408060453;0.478991597;0.504816956;0.514756944;4
1.115384615;0.730769231;1.153846154;1.576923077;0.513618677;0.376923077;0.488801054;0.481532148;2
0.952380952;0.761904762;1.571428571;1.428571429;0.532663317;0.430493274;0.546610169;0.534510433;2
1.428571429;2.428571429;1.071428571;0.714285714;0.382352941;0.647798742;0.51010101;0.42961165;5
0.964285714;0.857142857;1.392857143;1.428571429;0.540350877;0.508474576;0.516938519;0.489583333;1
1.428571429;0.942857143;1.828571429;1.114285714;0.448648649;0.490566038;0.464220183;0.533143939;2
2.9;0.95;1.05;1.25;0.580952381;0.556074766;0.458410351;0.515044248;2
1.294117647;1.235294118;1.882352941;1.470588235;0.558659218;0.527918782;0.524084778;0.515400411;4
0.942857143;1;1.6;1.342857143;0.522988506;0.432795699;0.487051793;0.526709402;4
1.285714286;1.428571429;1.380952381;1.714285714;0.558441558;0.565789474;0.503311258;0.526799387;3
1.157894737;1.052631579;1.473684211;1.052631579;0.657142857;0.509090909;0.383333333;0.471698113;3
0.962962963;2.814814815;1.296296296;0.962962963;0.42721519;0.596491228;0.522522523;0.459944751;1
1.153846154;2.692307692;1.846153846;1.307692308;0.378571429;0.503759398;0.538461538;0.457219251;5
1.4;1.8;1;0.8;0.583333333;0.340425532;0.50310559;0.461988304;4
1.4;1;2.2;1.8;0.348623853;0.504761905;0.468152866;0.481099656;1
1;1.3125;1.4375;1.75;0.419753086;0.410714286;0.440909091;0.525727069;0
1.136363636;0.909090909;1.409090909;1.909090909;0.347457627;0.417777778;0.559738134;0.54058193;1
1;0;2;1;0.363636364;0.5;0.5;0.548387097;3
3;0;0;1;0.454545455;0.909090909;0.4;0.454545455;2
1.933333333;1.533333333;1.8;1.266666667;0.558282209;0.538961039;0.490654206;0.464891041;2
1.375;0.75;2.375;2.625;0.341176471;0.458823529;0.512096774;0.543859649;1
2.757575758;0.848484848;0.575757576;1.393939394;0.640127389;0.48125;0.389929742;0.525405405;6
1;1.1;1.466666667;1.333333333;0.415384615;0.45686901;0.548997773;0.511679644;2
1;0.894736842;1.315789474;1.526315789;0.541062802;0.401746725;0.516605166;0.511247444;0
0.958333333;1.416666667;1.416666667;1.458333333;0.475409836;0.503333333;0.522727273;0.53591954;4
0;3;1;1;0.363636364;0.666666667;0.583333333;0.653846154;4
0.875;1.84375;2;1.46875;0.501369863;0.555240793;0.526493799;0.536184211;2
1.333333333;1.333333333;1.222222222;1.555555556;0.533980583;0.366666667;0.495867769;0.597069597;0
1.78125;1.625;1.21875;1.4375;0.542929293;0.507614213;0.414364641;0.518676628;6
0.571428571;0.714285714;1.571428571;1;0.363636364;0.575342466;0.486363636;0.502702703;3
0.814814815;1;1.481481481;1.148148148;0.429065744;0.51147541;0.511085181;0.462724936;3
1.027027027;0.945945946;1.243243243;1.135135135;0.442352941;0.378947368;0.536231884;0.532380151;1
1.5;2;0.5;0.5;0.52;0.4;0.381818182;0.433962264;4
0.885714286;2.142857143;1.2;0.628571429;0.375706215;0.644628099;0.534635879;0.479;2
3.210526316;0.789473684;0.578947368;1.368421053;0.663507109;0.448780488;0.444214876;0.531468531;3
1.03030303;1.090909091;1.939393939;1.484848485;0.423076923;0.495934959;0.540065862;0.513574661;6
1.3;0.833333333;2.066666667;1.333333333;0.435897436;0.41503268;0.458592133;0.516049383;0
1.571428571;1;0.904761905;1.428571429;0.490636704;0.476415094;0.47107438;0.532330827;2
1.461538462;1.076923077;1.307692308;1.384615385;0.453846154;0.431506849;0.476351351;0.54674221;7
1.15;0.9;1.25;1.35;0.408256881;0.582474227;0.512333966;0.547880691;4
1.769230769;1;1.384615385;2.269230769;0.463235294;0.47826087;0.442218798;0.503201024;5
1.5;0.833333333;1.666666667;3.333333333;0.524390244;0.421875;0.451977401;0.534090909;1
0.95;1.1;1.9;1.6;0.447619048;0.416289593;0.513468013;0.538461538;2
1.043478261;1.695652174;1.347826087;1.130434783;0.496153846;0.579646018;0.468335788;0.544817927;7
0.90625;1.0625;1.59375;2;0.460815047;0.473945409;0.516765286;0.567351598;5
2;2;1;1.5;0.666666667;0.56;0.553846154;0.561403509;4
1.047619048;1;1.428571429;2.428571429;0.399061033;0.504032258;0.528528529;0.49201278;0
0.852941176;1.441176471;1.764705882;1.294117647;0.386554622;0.576271186;0.564651163;0.476056338;2
1;3.2;1.5;1.2;0.346153846;0.65;0.569672131;0.429149798;6
0.714285714;1;0.857142857;1.142857143;0.428571429;0.508196721;0.417840376;0.461538462;2
1.178571429;1.75;1.321428571;1.25;0.438095238;0.544159544;0.503118503;0.407828283;4
0.736842105;0.947368421;1.421052632;1.105263158;0.488372093;0.662037037;0.557142857;0.512274959;3
1.162162162;1.783783784;1.918918919;1.054054054;0.418823529;0.535626536;0.539823009;0.45014245;0
0;2;1;0;0.545454545;0.615384615;0.518518519;0.409090909;6
0.947368421;2.789473684;1.421052632;0.631578947;0.414507772;0.569230769;0.529411765;0.399260628;2
1.484848485;1.272727273;1.424242424;1.303030303;0.557142857;0.458563536;0.5;0.505747126;3
2;1;0.5;1.5;0.4375;0.357142857;0.433333333;0.475409836;4
2;2;2;0.333333333;0.324324324;0.62962963;0.459016393;0.485380117;5
2.882352941;1.235294118;1.235294118;1.588235294;0.555555556;0.436842105;0.46069869;0.546413502;3
0.833333333;0.916666667;1.583333333;1.25;0.496062992;0.417322835;0.542199488;0.516923077;1
1.71875;1.09375;1.09375;1.25;0.542857143;0.435135135;0.450331126;0.529478458;3
1.5625;1.125;1.34375;1.3125;0.601139601;0.459459459;0.490853659;0.505219207;5
2.5;0.75;0.5;1.75;0.394736842;0.365853659;0.446153846;0.483870968;3
1.307692308;1.192307692;1.653846154;1.346153846;0.553633218;0.431506849;0.526380368;0.496132597;2
1.3125;1.125;2;1.5;0.483091787;0.48427673;0.492134831;0.519305019;2
0.95;2.4;1.4;0.85;0.489451477;0.631067961;0.550544323;0.508474576;1
1.071428571;1.142857143;1.714285714;2.214285714;0.481727575;0.48757764;0.534979424;0.50180072;2
1.185185185;1.037037037;1.518518519;1.296296296;0.417763158;0.404255319;0.542288557;0.512531328;0
0.870967742;1.290322581;1.612903226;1.419354839;0.531055901;0.429447853;0.539170507;0.531994981;2
2.083333333;1.027777778;0.666666667;1.25;0.646112601;0.448780488;0.479807692;0.535785288;2
0.647058824;1.117647059;1.235294118;1.529411765;0.417112299;0.491803279;0.463133641;0.536633663;3
1.285714286;2.714285714;2;1;0.430232558;0.756756757;0.427777778;0.407185629;9
1.085714286;1.485714286;2;1.542857143;0.48045977;0.406735751;0.568250758;0.50297619;1
0.75;1.125;1.25;1.875;0.356164384;0.454545455;0.533333333;0.483193277;4
1;1.357142857;1.5;2;0.503937008;0.424050633;0.470023981;0.463356974;5
1.533333333;1.6;1.166666667;1.033333333;0.534285714;0.471264368;0.545050056;0.420643729;5
1;0.833333333;1.666666667;1.833333333;0.516129032;0.616666667;0.557377049;0.524271845;1
1.041666667;0.875;1.375;1.291666667;0.352941176;0.573839662;0.555900621;0.484716157;1
0.5;0.666666667;1.833333333;1;0.4;0.5;0.52;0.606060606;0
2.857142857;1.142857143;1.214285714;1.5;0.521428571;0.483660131;0.449494949;0.569060773;4
1.848484848;0.909090909;1.424242424;1.393939394;0.544198895;0.507204611;0.534391534;0.513859275;4
1.214285714;1.214285714;1;1.142857143;0.560810811;0.625806452;0.504830918;0.525114155;1
1.375;0.75;1.375;1.125;0.475247525;0.453333333;0.442477876;0.515957447;3
1.297297297;1.135135135;1.72972973;1.702702703;0.542253521;0.50678733;0.508756567;0.48217636;4
1;1;1;0.666666667;0.25;0.529411765;0.44;0.451612903;1
3.5;3.133333333;0.714285714;0.466666667;0.5546875;0.769736842;0.427895981;0.413265306;4
1;1.516129032;1.451612903;1.387096774;0.445945946;0.648829431;0.475479744;0.38988764;3
1.136363636;1.272727273;1.136363636;1.545454545;0.533333333;0.519480519;0.486943164;0.497067449;2
1.409090909;1.636363636;1.318181818;1.090909091;0.549107143;0.536585366;0.480686695;0.545857988;3
0.75;2.75;1.25;0;0.673469388;0.75;0.471698113;0.467391304;0
0.96969697;1.060606061;1.484848485;1.363636364;0.435261708;0.425714286;0.546218487;0.5260181;2
1.083333333;1.375;1.125;1.25;0.512727273;0.606617647;0.470930233;0.555555556;2
1.4;1.166666667;1.766666667;1.533333333;0.510574018;0.422960725;0.518318966;0.541479821;6
1;1.666666667;1.25;2.083333333;0.542635659;0.582733813;0.545931759;0.505988024;4
1;1.75;0.75;1;0.424242424;0.3;0.518518519;0.512195122;0
0.8;2.4;1.6;1;0.632653061;0.507462687;0.466666667;0.449275362;3
0.954545455;1;2.318181818;1.318181818;0.503846154;0.392996109;0.490284006;0.514469453;5
0.8;1.68;1.52;1.2;0.451219512;0.59437751;0.515111695;0.538361508;7
1.294117647;1.029411765;1.352941176;1.882352941;0.491712707;0.459833795;0.504816956;0.522977941;3
0.882352941;1.647058824;1.235294118;1.470588235;0.494845361;0.556122449;0.555950266;0.485148515;0
0.851851852;0.888888889;1.555555556;1.333333333;0.449152542;0.531365314;0.506410256;0.520051746;6
1.235294118;0.705882353;1.647058824;1.235294118;0.4;0.422857143;0.532631579;0.534798535;2
1;3.2;1.4;1;0.608695652;0.6;0.474285714;0.435064935;4
1.407407407;1.259259259;1.62962963;2.185185185;0.436893204;0.433212996;0.470660147;0.472027972;2
1;1.25;1.375;1.375;0.473684211;0.666666667;0.540983607;0.383259912;2
0.769230769;0.769230769;2.153846154;1.384615385;0.402985075;0.487603306;0.514745308;0.557333333;2
2.882352941;1.342857143;0.941176471;1.371428571;0.578378378;0.534482759;0.470588235;0.460843373;4
1.75;2.083333333;1.25;0.916666667;0.585062241;0.59047619;0.540431267;0.489361702;0
0;2;1.666666667;0;0.365853659;0.782608696;0.5375;0.470588235;5
1.571428571;1.928571429;1.428571429;0.857142857;0.567073171;0.469565217;0.486352357;0.453744493;1
1;1.166666667;1.1;1.766666667;0.648387097;0.498349835;0.518681319;0.486248625;7
1.12;1.28;1.44;1.44;0.480968858;0.501930502;0.473469388;0.505791506;1
0.954545455;2.136363636;1.090909091;0.909090909;0.657024793;0.609625668;0.520114943;0.4826546;2
0.931034483;1.827586207;1.827586207;1.137931034;0.444444444;0.554794521;0.527845036;0.543577982;3
1.136363636;0.909090909;1.318181818;1.318181818;0.487288136;0.556034483;0.555389222;0.513029316;1
0.8125;0.6875;1.0625;1.5;0.508108108;0.523529412;0.537414966;0.525959368;3
2.666666667;1.4;0.6;1.533333333;0.682758621;0.551724138;0.504464286;0.443349754;3
0.72;0.88;1.56;1.4;0.373493976;0.482608696;0.48028169;0.528671329;3
0.903225806;0.903225806;1.193548387;1.322580645;0.544025157;0.488448845;0.478506787;0.529612756;4
0.791666667;1.041666667;1.875;1.5;0.408396947;0.449339207;0.571621622;0.469187675;3
3.333333333;1.125;0.875;1.208333333;0.534979424;0.479400749;0.462209302;0.50631136;5
1.485714286;1.828571429;1.342857143;1.285714286;0.565217391;0.549199085;0.501;0.417171717;3
1.125;1.375;1.34375;0.9375;0.480106101;0.538674033;0.463022508;0.53633218;0
1.75;0.972222222;1.388888889;1.472222222;0.503325942;0.533875339;0.517924528;0.539744848;1
0.896551724;1.689655172;1.586206897;1.24137931;0.437172775;0.531976744;0.514827995;0.476758045;1
1.583333333;1.583333333;1.416666667;1.041666667;0.529850746;0.532142857;0.547651007;0.550344828;3
0.842105263;1.421052632;1.526315789;1.789473684;0.504854369;0.555;0.519305019;0.529711375;2
1.111111111;1.222222222;1.861111111;1.444444444;0.461538462;0.461176471;0.526315789;0.500484966;3
1;0.882352941;1.882352941;1.294117647;0.355555556;0.539772727;0.540983607;0.528571429;3
1.37037037;1.185185185;1.62962963;1.851851852;0.455445545;0.512820513;0.513583441;0.474025974;1
1.7;1.5;0.7;0.9;0.444444444;0.608695652;0.494382022;0.559726962;2
1.5;1;1.125;1.5;0.448717949;0.515151515;0.540178571;0.431034483;4
1.2;2.1;2;0.9;0.498039216;0.653333333;0.472468917;0.495769882;3
2.434782609;1.130434783;0.695652174;1.695652174;0.65;0.5;0.488235294;0.546531303;3
1.172413793;1.448275862;1.137931034;1.344827586;0.486646884;0.593059937;0.549083064;0.488913525;5
1.35483871;1.096774194;2.032258065;1.806451613;0.495934959;0.503816794;0.446782178;0.476190476;2
1.173913043;1;1.347826087;1.304347826;0.506896552;0.398340249;0.504615385;0.527941176;2
1.461538462;1.153846154;1.076923077;1.230769231;0.527950311;0.561643836;0.52688172;0.476315789;4
1.064516129;1.290322581;2.032258065;1.64516129;0.470886076;0.546478873;0.559952038;0.532908705;2
1.416666667;0.916666667;1.166666667;1.583333333;0.394957983;0.464566929;0.528358209;0.513761468;1
0.916666667;0.972222222;1.638888889;1.083333333;0.437837838;0.535519126;0.536162006;0.493633692;5
1.583333333;2.666666667;1.833333333;0.75;0.416058394;0.638297872;0.482352941;0.439528024;1
0.923076923;1.115384615;1.384615385;1.384615385;0.485477178;0.483333333;0.527173913;0.473753281;1
3.214285714;1.107142857;0.892857143;1.428571429;0.554385965;0.468531469;0.475550122;0.44343303;6
1.791666667;1.166666667;0.875;1.416666667;0.414529915;0.487272727;0.480620155;0.47241867;2
2;2.75;1.25;1.25;0.444444444;0.675;0.56779661;0.417391304;6
1.6;1.2;1.2;0.6;0.620689655;0.428571429;0.516129032;0.560283688;0
1.75;1.75;1.75;1.25;0.481927711;0.597826087;0.549586777;0.489711934;3
1;1.142857143;1.514285714;1.742857143;0.47592068;0.503512881;0.512085944;0.48554337;3
0.666666667;1.333333333;1.333333333;2;0.565217391;0.472222222;0.472527473;0.479591837;4
0.714285714;0.857142857;3;1.142857143;0.444444444;0.451612903;0.545023697;0.520467836;1
1.566666667;2.3;1.4;0.733333333;0.531609195;0.63190184;0.549083064;0.48255814;3
0.833333333;1.222222222;1.5;1.444444444;0.595505618;0.546511628;0.553043478;0.462264151;2
1.083333333;3.166666667;1.583333333;0.5;0.358490566;0.767241379;0.513368984;0.417956656;1
1.189189189;1.594594595;1.405405405;1.594594595;0.482142857;0.482587065;0.469549868;0.471162378;5
1.941176471;1.529411765;1.352941176;1.235294118;0.494252874;0.537634409;0.44691358;0.446315789;2
1;1.916666667;1.666666667;1;0.546218487;0.448979592;0.510791367;0.463104326;3
1.166666667;1;1.611111111;1.111111111;0.497326203;0.689320388;0.508137432;0.500863558;1
1.333333333;0.666666667;2;1;0.518518519;0.424242424;0.551724138;0.461538462;2
2.333333333;1;0.777777778;1.222222222;0.61682243;0.52173913;0.464435146;0.524271845;4
2.6875;1.15625;0.53125;1.21875;0.659883721;0.494413408;0.427672956;0.557539683;2
0.828571429;1.257142857;1.657142857;1.485714286;0.405867971;0.493403694;0.504918033;0.509052183;2
2.787878788;1.757575758;0.818181818;1.060606061;0.62849162;0.547486034;0.408988764;0.448128342;3
1.266666667;1.266666667;1.433333333;1.466666667;0.425396825;0.452380952;0.534974093;0.505868545;3
1.482758621;1.137931034;1.413793103;1.75862069;0.552469136;0.502659574;0.505938242;0.471652593;3
1.444444444;2.222222222;1;0.888888889;0.495238095;0.409090909;0.51372549;0.468013468;4
1.166666667;0.833333333;1.333333333;2.5;0.410447761;0.534883721;0.556603774;0.488235294;2
1.222222222;1.888888889;1.888888889;0.555555556;0.452631579;0.438202247;0.498141264;0.493775934;2
1;0.333333333;2;1;0.418604651;0.775;0.471910112;0.447368421;4
1.142857143;0.828571429;1.8;1.542857143;0.490084986;0.480938416;0.486767486;0.519547325;2
1.038461538;2.884615385;1.115384615;0.730769231;0.506802721;0.739130435;0.459387483;0.393258427;2
0.972972973;1.162162162;1.405405405;1.378378378;0.454117647;0.459057072;0.501525941;0.511254019;1
0.848484848;1.818181818;1.393939394;1.121212121;0.383285303;0.532352941;0.551454139;0.545820745;4
2.961538462;0.923076923;0.5;1.461538462;0.660839161;0.533333333;0.420647149;0.537844037;1
1.391304348;1;1.52173913;1.869565217;0.510273973;0.444444444;0.539730135;0.559738134;2
0.958333333;0.916666667;1.291666667;1.541666667;0.520661157;0.527027027;0.536684783;0.542645241;0
1.264705882;1.705882353;1.676470588;1.470588235;0.548969072;0.505910165;0.515414258;0.51888668;4
1;3;1;5;0.666666667;0.733333333;0.291666667;0.413793103;4
1.181818182;1.272727273;2.181818182;1.545454545;0.391304348;0.452380952;0.53115727;0.591549296;1
0.818181818;1.136363636;1.727272727;1.409090909;0.406639004;0.516129032;0.567607727;0.506451613;2
1.714285714;1.142857143;0.928571429;1.5;0.556213018;0.385093168;0.441247002;0.526737968;2
0.818181818;0.909090909;1.545454545;1.363636364;0.484536082;0.472;0.422297297;0.489096573;1
0.75;1.65;1.45;1.15;0.434579439;0.528138528;0.537942664;0.546341463;2
0.928571429;1.178571429;1.357142857;1.785714286;0.376666667;0.486013986;0.562666667;0.483001172;3
0;5;2;1;0.583333333;0.9;0.481481481;0.428571429;3
1.25;1.333333333;0.75;1.166666667;0.521472393;0.477124183;0.45014245;0.565349544;4
1;3.5;3;1;0.5;0.634615385;0.514018692;0.427350427;4
1.285714286;0.821428571;1.357142857;1.142857143;0.411149826;0.508571429;0.530136986;0.525096525;4
0.857142857;1.2;1.485714286;1.257142857;0.389041096;0.492795389;0.557082452;0.51814882;2
1.666666667;0.666666667;0.777777778;1.555555556;0.731707317;0.372340426;0.454212454;0.482269504;6
2.333333333;3;1;0.833333333;0.513157895;0.770491803;0.417647059;0.494117647;1
0.961538462;2.461538462;1.384615385;0.923076923;0.456026059;0.587096774;0.501474926;0.438896189;3
1.058823529;0.911764706;1.176470588;1.676470588;0.53030303;0.442857143;0.505050505;0.540733198;3
0.972972973;1.675675676;1.594594595;0.810810811;0.479452055;0.629820051;0.511844332;0.529518619;4
1.53125;1.34375;1.78125;1.28125;0.507002801;0.619834711;0.523185484;0.561959654;1
1.423076923;0.846153846;1.461538462;1.076923077;0.418918919;0.5;0.507265522;0.537921348;3
1.409090909;0.909090909;1.590909091;2.136363636;0.52016129;0.521912351;0.458333333;0.529315961;5
0.810810811;0.945945946;1.648648649;2.054054054;0.418390805;0.516666667;0.504672897;0.515972894;3
1.555555556;1.305555556;1.611111111;1.722222222;0.477040816;0.463592233;0.473108478;0.469835466;4
1;0.8;2.4;1.266666667;0.515337423;0.538461538;0.492027335;0.523584906;2
1.821428571;0.964285714;1.178571429;1.178571429;0.559139785;0.548951049;0.540189125;0.480600751;2
1.885714286;1.542857143;1.428571429;1.228571429;0.544973545;0.511221945;0.536072144;0.487103175;0
1.235294118;1.647058824;2.294117647;0.705882353;0.547169811;0.506666667;0.440758294;0.462962963;1
1.542857143;1.114285714;1.228571429;1.571428571;0.537859008;0.431937173;0.563367253;0.530632411;4
0.823529412;0.882352941;1.235294118;2;0.55625;0.445714286;0.495983936;0.532803181;3
1;0.666666667;1.777777778;1.555555556;0.466666667;0.494117647;0.471910112;0.508;3
0.916666667;1.361111111;1.166666667;1.388888889;0.373626374;0.522781775;0.533447684;0.461160275;2
0.884615385;1.384615385;1.307692308;1.5;0.51984127;0.550161812;0.535264484;0.495172414;2
1.318181818;1.909090909;1.590909091;1.272727273;0.44534413;0.575630252;0.532445923;0.448105437;0
0.4;1.2;1.6;1.2;0.5;0.5;0.511450382;0.470149254;3
1.03125;0.71875;1.4375;1.59375;0.450331126;0.428571429;0.475698035;0.516352825;2
0.866666667;1.8;1.066666667;0.866666667;0.563758389;0.656;0.502293578;0.46969697;5
0.75;3.5;1.625;0.75;0.46728972;0.663157895;0.560869565;0.410480349;0
0.571428571;1.714285714;1.571428571;1.428571429;0.439393939;0.630136986;0.439393939;0.518867925;2
1.4;1.257142857;1.257142857;1.428571429;0.611528822;0.450402145;0.554776512;0.446898002;2
0.8;1.1;1.6;0.8;0.380952381;0.457943925;0.589473684;0.483636364;0
2.95;1.1;0.6;1.4;0.73655914;0.45;0.412757974;0.426199262;3
1;1;1.111111111;1.888888889;0.611570248;0.355555556;0.524647887;0.604316547;4
2.322580645;2.741935484;0.709677419;0.516129032;0.617910448;0.675595238;0.481313703;0.429512516;2
2.923076923;0.846153846;0.615384615;1;0.624113475;0.511111111;0.410810811;0.529247911;4
1.0625;1.4375;1.4375;1.1875;0.333333333;0.635359116;0.523908524;0.476722533;0
1.6875;0.8125;1.1875;1.4375;0.541176471;0.482142857;0.470588235;0.540816327;0
1.297297297;1.297297297;1.756756757;1.594594595;0.45971564;0.538106236;0.473309609;0.480879541;2
3.060606061;1.484848485;1.060606061;1.515151515;0.639072848;0.412868633;0.433574879;0.502617801;6
0.857142857;0.928571429;2;2.428571429;0.527950311;0.529801325;0.524296675;0.497512438;4
0.727272727;2.272727273;0.909090909;0.727272727;0.386363636;0.640625;0.451219512;0.451388889;8
1.4;1.4;0.8;1.4;0.648148148;0.507692308;0.447761194;0.442622951;6
1.823529412;0.882352941;1.264705882;1.5;0.544811321;0.543352601;0.416149068;0.53894081;4
2.304347826;1.043478261;0.826086957;1.47826087;0.635245902;0.477366255;0.492424242;0.494382022;2
2.540540541;0.945945946;0.864864865;1.675675676;0.606796117;0.426086957;0.491588785;0.514981273;9
1.142857143;0.821428571;1.321428571;1.857142857;0.49825784;0.425531915;0.517593644;0.535491905;2
1.4;1.466666667;1.6;1.2;0.438596491;0.521978022;0.460446247;0.544513458;3
1.222222222;2.444444444;1.333333333;1;0.467213115;0.666666667;0.551724138;0.488970588;2
1;2;0;1;0.529411765;0.636363636;0.409090909;0.5;2
2.2;2.1;0.7;0.8;0.65;0.458823529;0.437246964;0.488888889;4
0.923076923;2.384615385;1.384615385;0.730769231;0.409090909;0.65480427;0.533942559;0.488590604;4
0.939393939;0.636363636;1.818181818;1.575757576;0.47005988;0.396449704;0.525080043;0.483836207;1
1.153846154;0.846153846;1.153846154;1.615384615;0.5;0.532258065;0.524590164;0.572446556;1
1;0.925925926;1.185185185;1.444444444;0.493589744;0.410958904;0.557736721;0.540100251;4
0.914285714;1.514285714;1.742857143;1.142857143;0.424593968;0.48447205;0.510638298;0.421814672;0
1;1.4;2;1.4;0.4;0.462962963;0.427536232;0.635658915;2
1.0625;1.6875;1.46875;1.5;0.494350282;0.445070423;0.517647059;0.44969697;4
1.555555556;2.111111111;1.444444444;0.666666667;0.578431373;0.669642857;0.492647059;0.434210526;4
1.235294118;1.705882353;1;0.941176471;0.542857143;0.53960396;0.5;0.526859504;2
1.027027027;0.837837838;1.594594595;1.513513514;0.481203008;0.503875969;0.531606218;0.513487476;1
1.625;0.75;1;1.75;0.567010309;0.575342466;0.49787234;0.548148148;2
3.714285714;1.142857143;0.571428571;0.571428571;0.73015873;0.424242424;0.408839779;0.518867925;0
3.6;0.8;0.8;0.6;0.652777778;0.452380952;0.428571429;0.5;5
0.833333333;1.416666667;1.666666667;1.166666667;0.387931034;0.534722222;0.491477273;0.519886364;2
1.388888889;0.777777778;1.222222222;1.833333333;0.473404255;0.4;0.470103093;0.571428571;0
0.961538462;1.692307692;1.769230769;1.576923077;0.395348837;0.570422535;0.541944075;0.537748344;4
1.111111111;1.222222222;1.555555556;0.888888889;0.564102564;0.601941748;0.478087649;0.505747126;1
3.368421053;1;0.842105263;1.2;0.557692308;0.519823789;0.428571429;0.47008547;5
1.6;1;1.6;0.6;0.588235294;0.468085106;0.5;0.503401361;3
0.833333333;1.666666667;1.166666667;2;0.408163265;0.557142857;0.52;0.505617978;2
1.75;1.5;1;0.75;0.536585366;0.647058824;0.576923077;0.434782609;4
0.857142857;1.821428571;1.714285714;1.535714286;0.402439024;0.58496732;0.506155951;0.536645963;3
